"year","state_abbr","state_name","population","violent_crime","homicide","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","rape"
2012,"OK","Oklahoma",3815780,18102,220,3248,13012,130969,36094,83131,11744,1622
2012,"OR","Oregon",3899801,9638,91,2419,5969,126417,22051,94114,10252,1159
2012,"PA","Pennsylvania",12764475,45384,707,15735,25571,276562,57040,204409,15113,3371
2012,"RI","Rhode Island",1050304,2657,26,715,1614,27039,5929,18478,2632,292
2012,"SC","South Carolina",4723417,26474,332,4511,19919,181049,45222,122340,13487,1712
2012,"SD","South Dakota",834047,2701,23,157,1921,17326,3280,12973,1073,600
2012,"TN","Tennessee",6454914,41213,400,8151,30615,217925,56231,148731,12963,2047
2012,"TX","Texas",26060796,106475,1148,30385,67227,876459,205002,606425,65032,7715
2012,"UT","Utah",2854871,5939,52,1105,3807,86284,13095,67157,6032,975
2012,"VA","Virginia",8186628,15676,322,4718,9131,178434,29651,139654,9129,1505
2012,"VT","Vermont",625953,891,8,114,638,15653,4179,11014,460,131
2012,"WA","Washington",6895318,20553,217,5801,12285,254377,61376,166338,26663,2250
2012,"WI","Wisconsin",5724554,16254,169,4692,10165,140780,27931,104619,8230,1228
2012,"WV","West Virginia",1856680,5943,70,835,4623,44500,11466,30800,2234,415
2012,"WY","Wyoming",576626,1161,14,61,932,13222,2125,10513,584,154
2013,"AK","Alaska",737259,4709,34,623,3127,21211,2917,16599,1695,925
2013,"AL","Alabama",4833996,20834,346,4645,13788,161835,42410,108862,10563,2055
2013,"AR","Arkansas",2958765,13705,158,2261,9796,106477,30369,70430,5678,1490
2013,"AZ","Arizona",6634997,27576,355,6656,17391,223294,48292,158036,16966,3174
2013,"CA","California",38431393,154739,1746,53640,89029,1018907,232058,621557,165292,10324
2013,"CO","Colorado",5272086,16099,174,3136,9826,139974,25075,102375,12524,2963
2013,"CT","Connecticut",3599341,9439,91,3551,4906,71274,12934,52099,6241,891
2013,"DC","District of Columbia",649111,8415,103,4082,3835,31097,3316,24547,3234,395
2013,"DE","Delaware",925240,4633,41,1233,2960,29001,6299,21347,1355,399
2013,"FL","Florida",19600311,91993,972,23200,61054,607170,138915,433344,34911,6767
2013,"GA","Georgia",9994759,37519,563,12704,21361,339808,83459,229190,27159,2891
2013,"HI","Hawaii",1408987,3585,32,934,2111,45266,7777,32928,4561,508
2013,"IA","Iowa",3092341,8443,41,937,6332,67976,15918,47803,4255,1133
2013,"ID","Idaho",1612843,3471,29,220,2548,30230,6693,21999,1538,674
2013,"IL","Illinois",12890552,51956,722,17733,28161,296048,59093,216059,20896,5340
2013,"IN","Indiana",6570713,23627,357,7114,13915,187472,42754,130534,14184,2241
2013,"KS","Kansas",2895801,9928,117,1339,7177,85704,17476,61557,6671,1295
2013,"KY","Kentucky",4399583,9280,172,3247,4215,104448,26331,72048,6069,1646
2013,"LA","Louisiana",4629284,24127,494,5539,16331,165679,41214,115300,9165,1763
2013,"MA","Massachusetts",6708874,27264,138,6705,18118,137274,30716,97437,9121,2303
2013,"MD","Maryland",5938737,28235,384,10048,16124,157918,31950,112551,13417,1679
2013,"ME","Maine",1328702,1761,24,335,907,30454,6480,23063,911,495
2013,"MI","Michigan",9898193,44757,625,10093,27254,230135,56256,149794,24085,6785
2013,"MN","Minnesota",5422060,12710,114,3674,6908,131193,22713,100514,7966,2014
2013,"MO","Missouri",6044917,26216,369,5486,18056,189655,38797,134514,16344,2305
2013,"MS","Mississippi",2992206,8303,217,2413,4649,81548,24969,52192,4387,1024
2013,"MT","Montana",1014864,2924,23,217,2217,26195,4122,20192,1881,467
2013,"NC","North Carolina",9848917,33587,463,9275,21325,305631,90182,201043,14406,2524
2013,"ND","North Dakota",723857,1979,16,161,1447,15356,2979,10942,1435,355
2013,"NE","Nebraska",1868969,4949,56,1035,3011,49197,8945,35791,4461,847
2013,"NH","New Hampshire",1322616,2952,21,645,1708,30409,5283,24188,938,778
2013,"NJ","New Jersey",8911502,25748,404,12084,12071,167634,35883,118005,13746,1189
2013,"NM","New Mexico",2086895,12990,123,1832,9470,78958,21828,51146,5984,1565
2013,"NV","Nevada",2791494,16888,163,5183,10060,79177,23047,46132,9998,1482
2013,"NY","New York",19695680,77563,644,27241,46130,358603,56444,286676,15483,3548
2013,"OH","Ohio",11572005,33722,478,14483,14370,338414,91090,227799,19525,4391
2013,"OK","Oklahoma",3853118,17187,198,3023,11652,126418,33512,81624,11282,2314
2013,"OR","Oregon",3928068,9536,82,2394,5596,125083,20808,94363,9912,1464
2013,"PA","Pennsylvania",12781296,42825,611,14739,23680,263176,52000,197410,13766,3795
2013,"RI","Rhode Island",1053354,2710,31,683,1547,25741,5621,17881,2239,449
2013,"SC","South Carolina",4771929,24263,305,3965,17760,173261,40930,119730,12601,2233
2013,"SD","South Dakota",845510,2733,18,156,2052,16274,3383,11955,936,507
2013,"TN","Tennessee",6497269,38063,335,7333,27895,207683,51334,144443,11906,2500
2013,"TX","Texas",26505637,108757,1140,31810,65351,862289,191062,605440,65787,10456
2013,"UT","Utah",2902787,6644,51,1247,3824,88334,13727,67115,7492,1522
2013,"VA","Virginia",8270345,16355,320,4574,9111,171558,26717,136215,8626,2350
2013,"VT","Vermont",626855,775,10,75,554,13882,3352,10193,337,136
2013,"WA","Washington",6973742,20223,167,5829,11623,259139,58487,172227,28425,2604
2013,"WI","Wisconsin",5742953,16118,163,4834,9285,125694,24358,93946,7390,1836
2013,"WV","West Virginia",1853595,5657,62,653,4242,39929,9908,28055,1966,700
2013,"WY","Wyoming",583223,1212,17,74,917,12809,1956,10275,578,204
2014,"AK","Alaska",737046,4684,41,629,3243,20334,3150,15445,1739,771
2014,"AL","Alabama",4846411,20727,276,4702,13744,154087,39723,104223,10141,2005
2014,"AR","Arkansas",2966835,14248,175,2037,10220,99452,24816,69001,5635,1816
2014,"AZ","Arizona",6728783,26422,311,6225,16614,213406,43412,152683,17311,3272
2014,"CA","California",38792291,153763,1700,48681,91804,947193,202669,592673,151851,11578
2014,"CO","Colorado",5355588,16487,150,3037,10211,135789,23502,99688,12599,3089
2014,"CT","Connecticut",3594762,8575,89,3172,4520,69326,12017,51195,6114,794
2014,"DC","District of Columbia",659836,8199,105,3497,4125,34147,3466,26898,3783,472
2014,"DE","Delaware",935968,4568,50,1271,2857,27915,5765,20885,1265,390
2014,"FL","Florida",19905569,91345,982,21621,61610,583774,121379,426197,36198,7132
2014,"GA","Georgia",10097132,38955,607,12786,22415,339146,78029,233359,27758,3147
2014,"HI","Hawaii",1420257,3362,20,952,1842,46022,7470,33003,5549,548
2014,"IA","Iowa",3109481,8484,60,1047,6227,65100,14363,46594,4143,1150
2014,"ID","Idaho",1634806,3439,32,203,2559,30440,6466,22297,1677,645
2014,"IL","Illinois",12882189,47775,690,15271,27485,269647,50759,201003,17885,4329
2014,"IN","Indiana",6597880,24105,333,6894,14681,174909,36909,124144,13856,2197
2014,"KS","Kansas",2902507,10235,92,1361,7299,80029,15921,57169,6939,1483
2014,"KY","Kentucky",4412617,9495,164,3343,4432,99909,23426,70108,6375,1556
2014,"LA","Louisiana",4648990,23983,476,5725,16400,161192,38541,113251,9400,1382
2014,"MA","Massachusetts",6755124,26689,133,6077,18277,125481,24951,92226,8304,2202
2014,"MD","Maryland",5975346,26767,362,9565,15208,150390,28134,109140,13116,1632
2014,"ME","Maine",1330256,1698,21,304,889,26427,5035,20591,801,484
2014,"MI","Michigan",9916306,42555,544,8037,27610,202692,44328,137142,21222,6364
2014,"MN","Minnesota",5457125,12505,88,3687,6729,125377,20773,96237,8367,2001
2014,"MO","Missouri",6063827,26882,404,5592,18483,176436,35293,124769,16374,2403
2014,"MS","Mississippi",2993443,8331,259,2405,4585,86887,23898,58515,4474,1082
2014,"MT","Montana",1023252,3361,38,202,2563,25525,3639,19826,2060,558
2014,"NC","North Carolina",9940387,32718,498,8411,21377,285498,79266,192609,13623,2432
2014,"ND","North Dakota",740040,2001,23,175,1421,15857,2751,11559,1547,382
2014,"NE","Nebraska",1882980,5201,53,1044,3226,47526,7936,35063,4527,878
2014,"NH","New Hampshire",1327996,2625,16,544,1469,26098,4191,21051,856,596
2014,"NJ","New Jersey",8938844,23319,352,10499,11188,154945,31707,111534,11704,1280
2014,"NM","New Mexico",2085567,12465,101,2086,8797,73877,18505,49082,6290,1481
2014,"NV","Nevada",2838281,18043,170,5954,10562,74574,21924,42466,10184,1357
2014,"NY","New York",19748858,75972,616,24036,45295,339113,50738,272624,15751,6025
2014,"OH","Ohio",11596998,33130,464,12780,14658,322517,79466,224942,18109,5228
2014,"OK","Oklahoma",3879610,16052,180,3073,10937,117445,29963,76719,10763,1862
2014,"OR","Oregon",3971202,10294,84,2270,6320,123142,18690,94177,10275,1620
2014,"PA","Pennsylvania",12793767,40298,610,13545,22304,246982,45718,188211,13053,3839
2014,"RI","Rhode Island",1054907,2320,26,530,1398,22982,4830,16317,1835,366
2014,"SC","South Carolina",4829160,24038,322,4018,17513,168281,37163,118173,12945,2185
2014,"SD","South Dakota",853304,2801,23,199,2101,16036,2817,12209,1010,478
2014,"TN","Tennessee",6547779,39989,369,7268,29757,200911,46798,141464,12649,2595
2014,"TX","Texas",26979078,109711,1192,31021,65862,813515,168085,577018,68412,11636
2014,"UT","Utah",2944498,6464,66,1313,3538,85473,11656,66487,7330,1547
2014,"VA","Virginia",8328098,16522,350,4294,9462,161934,23210,131001,7723,2416
2014,"VT","Vermont",626767,643,10,72,444,9721,2092,7375,254,117
2014,"WA","Washington",7063166,20185,178,5641,11586,261257,55381,175317,30559,2780
2014,"WI","Wisconsin",5759432,16763,159,5101,9826,120535,21375,89255,9905,1677
2014,"WV","West Virginia",1848751,5850,84,655,4517,38282,9368,26954,1960,594
2014,"WY","Wyoming",584304,1142,16,53,899,11477,1689,9185,603,174
2015,"AK","Alaska",737709,5391,59,761,3671,20806,3511,15249,2046,900
2015,"AL","Alabama",4853875,22957,348,4612,15960,144785,35265,99182,10338,2037
2015,"AR","Arkansas",2977853,15769,189,2117,11455,97391,22851,68720,5820,2008
2015,"AZ","Arizona",6817565,27968,306,6360,18193,207184,38010,152388,16786,3109
2015,"CA","California",38993940,166883,1861,52862,99349,1024914,197404,656517,170993,12811
2015,"CO","Colorado",5448819,17348,173,3315,10532,144044,23490,104532,16022,3328
2015,"CT","Connecticut",3584730,7938,116,2925,4099,65610,10286,48898,6426,798
2015,"DC","District of Columbia",670377,8538,162,3746,4136,31444,2971,25208,3265,494
2015,"DE","Delaware",944076,4760,62,1240,3097,25545,4797,19555,1193,361
2015,"FL","Florida",20244914,93625,1041,21137,63895,570270,109268,420341,40661,7552
2015,"GA","Georgia",10199398,38891,622,12545,22467,316013,68149,220715,27149,3257
2015,"HI","Hawaii",1431603,4201,19,1085,1878,45389,6810,33140,5439,538
2015,"IA","Iowa",3121997,8619,73,1050,6291,64688,14977,45328,4383,1205
2015,"ID","Idaho",1652828,3593,32,191,2667,28912,6124,20916,1872,703
2015,"IL","Illinois",12839047,49755,754,15056,29019,256962,46846,192424,17692,4926
2015,"IN","Indiana",6612768,25373,370,7081,15536,171878,34404,123940,13534,2386
2015,"KS","Kansas",2906721,11483,126,1823,7850,80059,15619,57435,7005,1684
2015,"KY","Kentucky",4424611,9887,219,3314,4710,97545,22526,67143,7876,1644
2015,"LA","Louisiana",4668960,25202,492,5561,17416,157708,35457,112520,9731,1733
2015,"MA","Massachusetts",6784240,26453,131,5266,18974,114547,21826,84676,8045,2082
2015,"MD","Maryland",5994983,28185,538,10111,15819,142547,26432,102701,13414,1717
2015,"ME","Maine",1329453,1726,23,311,931,24361,4694,18853,814,461
2015,"MI","Michigan",9917715,41712,585,7818,26599,191191,40375,132019,18797,6710
2015,"MN","Minnesota",5482435,13319,133,3771,7094,121984,19299,94704,7981,2321
2015,"MO","Missouri",6076204,30292,503,6383,20833,173788,34029,122749,17010,2573
2015,"MS","Mississippi",2989390,8190,253,2312,4467,85785,25068,56446,4271,1158
2015,"MT","Montana",1032073,3647,38,210,2827,27276,3887,20966,2423,572
2015,"NC","North Carolina",10035186,34734,517,8821,22805,275915,74760,187732,13423,2591
2015,"ND","North Dakota",756835,1949,21,159,1378,17716,3296,12686,1734,391
2015,"NE","Nebraska",1893765,5167,62,994,3226,42597,6443,32148,4006,885
2015,"NH","New Hampshire",1330111,2692,15,475,1558,23453,3482,19076,895,644
2015,"NJ","New Jersey",8935421,22879,363,9729,11414,145701,27960,105963,11778,1373
2015,"NM","New Mexico",2080328,13672,117,2485,9407,77212,17084,51485,8643,1663
2015,"NV","Nevada",2883758,20118,178,6287,11965,77137,22360,43426,11351,1688
2015,"NY","New York",19747183,75126,613,23879,44493,317225,44117,257837,15271,6141
2015,"OH","Ohio",11605090,34373,522,12617,15793,303743,69994,216354,17395,5441
2015,"OK","Oklahoma",3907414,16746,240,3018,11535,114055,28783,74678,10594,1953
2015,"OR","Oregon",4024634,10680,110,2163,6757,119752,18541,90514,10697,1650
2015,"PA","Pennsylvania",12791904,40348,665,12965,22419,231941,39573,180236,12132,4299
2015,"RI","Rhode Island",1055607,2565,31,547,1520,20038,3938,14714,1386,467
2015,"SC","South Carolina",4894834,24448,407,3950,17652,162830,34942,114778,13110,2439
2015,"SD","South Dakota",857919,3302,33,215,2554,16739,2969,12576,1194,500
2015,"TN","Tennessee",6595056,40816,418,7499,30098,196047,43753,139259,13035,2801
2015,"TX","Texas",27429639,113193,1317,31924,67629,779234,153067,558653,67514,12323
2015,"UT","Utah",2990632,7138,57,1329,4048,89797,12606,68464,8727,1704
2015,"VA","Virginia",8367587,16705,390,4459,9357,157803,21542,128064,8197,2499
2015,"VT","Vermont",626088,747,10,105,482,9064,2034,6834,196,150
2015,"WA","Washington",7160290,20505,218,5450,12059,249474,51114,171393,26967,2778
2015,"WI","Wisconsin",5767891,17549,240,5234,10270,114171,19602,83572,10997,1805
2015,"WV","West Virginia",1841053,6397,85,783,4819,38694,9467,26984,2243,710
2015,"WY","Wyoming",586555,1300,16,59,1054,11151,1762,8797,592,171
2016,"AK","Alaska",741522,5966,52,850,4011,24876,4053,17766,3057,1053
2016,"AL","Alabama",4860545,25878,407,4687,18869,143259,34045,97498,11716,1915
2016,"AR","Arkansas",2988231,16563,217,2125,12007,98092,23814,67091,7187,2214
2016,"AZ","Arizona",6908642,32542,389,7045,21804,207317,38216,150618,18483,3304
2016,"CA","California",39296476,174796,1930,54789,104375,1002070,188304,637010,176756,13702
2016,"CO","Colorado",5530105,19030,189,3525,11681,152146,23825,108680,19641,3635
2016,"CT","Connecticut",3587685,8169,79,2711,4588,64875,10107,47642,7126,791
2016,"DC","District of Columbia",684336,8236,136,3500,4067,32377,2361,27089,2927,533
2016,"DE","Delaware",952698,4859,58,1359,3131,26370,5028,19812,1530,311
2016,"FL","Florida",20656589,88700,1111,20175,59816,553812,100325,410352,43135,7598
2016,"GA","Georgia",10313620,40268,682,12114,24091,307305,62715,218127,26463,3381
2016,"HI","Hawaii",1428683,3452,35,985,1831,42353,5983,30871,5499,601
2016,"IA","Iowa",3130869,9170,73,1150,6669,65888,15306,45580,5002,1278
2016,"ID","Idaho",1680026,3876,49,213,2895,29357,6318,20962,2077,719
2016,"IL","Illinois",12835726,56054,1061,17829,32161,263256,48193,195196,19867,5003
2016,"IN","Indiana",6634007,26516,431,7291,16345,168460,33567,120454,14439,2449
2016,"KS","Kansas",2907731,11665,132,1757,8158,82293,14759,60119,7415,1618
2016,"KY","Kentucky",4436113,10452,265,3371,5068,97713,20932,66833,9948,1748
2016,"LA","Louisiana",4686157,26477,555,5575,18528,154511,34689,109492,10330,1819
2016,"MA","Massachusetts",6823721,25975,135,5365,18334,106430,19204,79155,8071,2141
2016,"MD","Maryland",6024752,29019,536,10815,15841,139716,24832,100995,13889,1827
2016,"ME","Maine",1330232,1649,20,268,948,21908,4001,17131,776,413
2016,"MI","Michigan",9933445,45782,612,7123,30779,190249,39738,130249,20262,7268
2016,"MN","Minnesota",5525050,13365,101,3730,7185,117723,18582,90421,8720,2349
2016,"MO","Missouri",6091176,31720,538,6576,22049,170661,31716,120649,18296,2557
2016,"MS","Mississippi",2985415,8411,237,2433,4459,82521,23489,54725,4307,1282
2016,"MT","Montana",1038656,3886,37,268,2983,28156,3966,21427,2763,598
2016,"NC","North Carolina",10156689,37767,678,9336,24906,277765,72082,190377,15306,2847
2016,"ND","North Dakota",755548,1905,16,181,1352,17451,3248,12249,1954,356
2016,"NE","Nebraska",1907603,5661,49,946,3558,43197,6459,32009,4729,1108
2016,"NH","New Hampshire",1335015,2668,19,431,1609,20323,2989,16454,880,609
2016,"NJ","New Jersey",8978416,21861,378,8940,11089,138012,25229,101459,11324,1454
2016,"NM","New Mexico",2085432,14585,139,2737,10182,81930,17280,52907,11743,1527
2016,"NV","Nevada",2939254,19924,228,6338,11629,75922,18816,43949,13157,1729
2016,"NY","New York",19836286,74315,629,22310,45095,305224,39850,250990,14384,6281
2016,"OH","Ohio",11622554,35759,683,12574,16748,300945,67081,214102,19762,5754
2016,"OK","Oklahoma",3921207,17855,247,3174,12334,118010,29376,76358,12276,2100
2016,"OR","Oregon",4085989,10983,116,2307,6776,121716,16919,91507,13290,1784
2016,"PA","Pennsylvania",12787085,40389,674,12314,22942,222394,35178,174147,13069,4459
2016,"RI","Rhode Island",1057566,2529,29,541,1514,18910,3650,14157,1103,445
2016,"SC","South Carolina",4959822,25137,358,4071,18217,161534,33149,114455,13930,2491
2016,"SD","South Dakota",861542,3636,28,274,2808,17207,3002,12705,1500,526
2016,"TN","Tennessee",6649404,42459,495,7829,31332,191199,40607,135353,15239,2803
2016,"TX","Texas",27904862,121064,1478,33298,72842,769892,148796,552106,68990,13446
2016,"UT","Utah",3044321,7406,74,1528,4244,90561,12938,68261,9362,1560
2016,"VA","Virginia",8414380,18495,482,4826,10357,157292,20159,127285,9848,2830
2016,"VT","Vermont",623354,851,14,78,589,9705,1884,7637,184,170
2016,"WA","Washington",7280934,22101,195,5649,13124,254994,49249,173423,32322,3133
2016,"WI","Wisconsin",5772917,17716,232,4707,10772,111911,19498,82455,9958,2005
2016,"WV","West Virginia",1828637,6633,85,720,5144,37282,9127,25657,2498,684
2016,"WY","Wyoming",584910,1431,20,59,1146,11460,1771,8889,800,206
2017,"AK","Alaska",739786,6338,62,952,4250,26203,4167,17782,4254,1074
2017,"AL","Alabama",4875120,25469,419,4233,18816,143774,31270,99707,12797,2001
2017,"AR","Arkansas",3002997,16996,249,1998,12609,94419,22369,64795,7255,2140
2017,"AZ","Arizona",7048876,35647,422,7440,24163,204999,37722,148251,19026,3622
2017,"CA","California",39399349,178597,1830,56625,105418,987063,176679,642019,168365,14724
2017,"CO","Colorado",5615902,20901,222,3868,12790,152032,22618,107470,21944,4021
2017,"CT","Connecticut",3573880,8190,105,2813,4422,63646,8906,47418,7322,850
2017,"DC","District of Columbia",695691,6976,116,2625,3791,29736,1809,25340,2587,444
2017,"DE","Delaware",957078,4377,51,1082,2893,23430,3960,18108,1362,351
2017,"FL","Florida",20976812,85606,1057,18597,58016,527125,88835,395375,42915,7936
2017,"GA","Georgia",10413055,37118,681,9844,23947,297651,55363,216252,26036,2646
2017,"HI","Hawaii",1424203,3577,39,1077,1894,40392,5549,29574,5269,567
2017,"IA","Iowa",3143637,9038,98,1269,6366,65652,14711,45441,5500,1305
2017,"ID","Idaho",1718904,4111,42,222,3092,28557,5837,20570,2150,755
2017,"IL","Illinois",12786196,55777,983,17731,31639,255108,43355,190860,20893,5424
2017,"IN","Indiana",6660082,26307,413,7035,16247,158932,29799,114395,14738,2612
2017,"KS","Kansas",2910689,11654,134,1633,8383,79387,13102,58891,7394,1504
2017,"KY","Kentucky",4453874,10292,265,2967,5243,95899,20535,65006,10358,1817
2017,"LA","Louisiana",4670818,25986,576,5385,18175,157272,34135,112042,11095,1850
2017,"MA","Massachusetts",6863246,24318,172,4874,17073,97977,16916,73573,7488,2199
2017,"MD","Maryland",6024891,30321,558,11189,16862,134705,23526,97657,13522,1712
2017,"ME","Maine",1335063,1610,23,249,868,20142,3337,16012,793,470
2017,"MI","Michigan",9976447,44883,569,6508,30696,179839,35833,124410,19596,7110
2017,"MN","Minnesota",5568155,13345,114,3627,7199,122430,18828,93602,10000,2405
2017,"MO","Missouri",6108612,32450,599,6362,22752,173380,30086,123356,19938,2737
2017,"MS","Mississippi",2989663,7661,190,2492,4321,82764,22449,55968,4347,658
2017,"MT","Montana",1053090,3937,41,234,3023,27294,3623,21073,2598,639
2017,"NC","North Carolina",10270800,38043,622,9884,25593,265483,65247,184119,16117,1944
2017,"ND","North Dakota",755176,2133,10,183,1534,16653,2947,11944,1762,406
2017,"NE","Nebraska",1917575,5979,42,1020,3726,43856,6513,32064,5279,1191
2017,"NH","New Hampshire",1349767,2642,13,441,1569,18550,2554,15087,909,619
2017,"NJ","New Jersey",8888543,20604,324,7895,10880,140086,23891,104025,12170,1505
2017,"NM","New Mexico",2093395,16300,144,3732,11180,81865,17872,52284,11709,1244
2017,"NV","Nevada",2972405,16663,266,4841,9660,78320,20049,45459,12812,1896
2017,"NY","New York",19590719,70746,550,20122,43777,293390,34928,245093,13369,6297
2017,"OH","Ohio",11664129,34621,741,11224,16823,280557,57521,202320,20716,5833
2017,"OK","Oklahoma",3932640,17989,243,3007,12519,113611,28749,72546,12316,2220
2017,"OR","Oregon",4146592,11629,105,2474,7058,122524,17415,88091,17018,1992
2017,"PA","Pennsylvania",12790447,40030,742,11777,23295,210316,31925,165434,12957,4216
2017,"RI","Rhode Island",1056486,2474,21,474,1525,18585,3219,13882,1484,454
2017,"SC","South Carolina",5021219,25412,380,3884,18572,160368,31165,114931,14272,2576
2017,"SD","South Dakota",873286,3753,27,264,2887,16588,2835,12285,1468,575
2017,"TN","Tennessee",6708794,43940,538,7867,32507,198028,38819,140636,18573,3028
2017,"TX","Texas",28322717,123984,1405,32120,75923,723143,133458,521767,67918,14536
2017,"UT","Utah",3103118,7515,74,1498,4185,86201,11780,64955,9466,1758
2017,"VA","Virginia",8465207,17811,470,4331,9984,152515,18524,123812,10179,3026
2017,"VT","Vermont",624525,1082,17,100,711,9339,1945,7169,225,254
2017,"WA","Washington",7425432,22483,226,5386,13571,235206,43687,162154,29365,3300
2017,"WI","Wisconsin",5792051,18638,192,4370,11899,104908,17570,77868,9470,2177
2017,"WV","West Virginia",1817048,6564,98,673,5000,32560,7557,21917,3086,793
2017,"WY","Wyoming",578934,1358,14,98,993,10528,1556,8211,761,253
2018,"AK","Alaska",735139,6555,47,896,4400,24345,3985,16364,3996,1212
2018,"AL","Alabama",4887681,25567,383,4047,19105,138702,29101,96328,13273,2032
2018,"AR","Arkansas",3009733,16904,222,1593,12748,89177,19520,62350,7307,2341
2018,"AZ","Arizona",7158024,34053,383,6509,23556,192730,31787,141789,19154,3605
2018,"CA","California",39461588,176604,1739,54328,105031,941644,164645,621779,155220,15506
2018,"CO","Colorado",5691287,22851,215,3781,14527,154292,21757,110518,22017,4328
2018,"CT","Connecticut",3571520,7485,86,2205,4321,59356,7983,44181,7192,873
2018,"DC","District of Columbia",701547,6995,160,2415,3970,30726,1788,26345,2593,450
2018,"DE","Delaware",965479,4079,46,861,2838,22405,3154,17780,1471,334
2018,"FL","Florida",21244317,81980,1107,16884,55551,486017,71933,372919,41165,8438
2018,"GA","Georgia",10511131,35619,647,8499,23675,277803,46816,205631,25356,2798
2018,"HI","Hawaii",1420593,3622,40,951,1922,41027,5709,29600,5718,709
2018,"IA","Iowa",3148618,8303,70,989,6118,57024,12433,39498,5093,1126
2018,"ID","Idaho",1750536,4196,34,195,3040,25822,4990,18876,1956,927
2018,"IL","Illinois",12723071,52343,902,14251,31084,246679,39317,187517,19845,6106
2018,"IN","Indiana",6695497,25009,418,5737,16368,146948,25894,105861,15193,2486
2018,"KS","Kansas",2911359,12861,122,1420,9655,77449,12792,56726,7931,1664
2018,"KY","Kentucky",4461153,9719,250,2469,5125,89235,17462,61313,10460,1875
2018,"LA","Louisiana",4659690,25314,533,4600,18076,152996,31291,110066,11639,2105
2018,"MA","Massachusetts",6882635,23424,138,4084,16737,87658,14095,66968,6595,2465
2018,"MD","Maryland",6035802,28330,491,9716,16132,122945,18910,91887,12148,1991
2018,"ME","Maine",1339057,1500,23,228,802,18201,2712,14712,777,447
2018,"MI","Michigan",9984072,45176,555,5638,31082,166186,31834,116876,17476,7901
2018,"MN","Minnesota",5606249,12403,107,2946,6875,112186,16206,85849,10131,2475
2018,"MO","Missouri",6121623,30696,599,5206,21956,162698,27345,115506,19847,2935
2018,"MS","Mississippi",2981020,7929,214,1700,5419,71701,20355,46201,5145,596
2018,"MT","Montana",1060665,4040,37,270,3164,26787,3329,20641,2817,569
2018,"NC","North Carolina",10381615,36980,574,7573,26200,243323,57450,169376,16497,2633
2018,"ND","North Dakota",758080,2154,18,158,1569,15621,2742,11088,1791,409
2018,"NE","Nebraska",1925614,5583,44,736,3513,40193,5308,29987,4898,1290
2018,"NH","New Hampshire",1353465,2404,21,342,1463,17201,1908,14396,897,578
2018,"NJ","New Jersey",8886025,18536,285,6364,10463,125155,19232,94886,11037,1424
2018,"NM","New Mexico",2092741,17637,153,2646,13536,70722,16102,44592,10028,1302
2018,"NV","Nevada",3027341,16715,202,3862,10322,73998,17741,44341,11916,2329
2018,"NY","New York",19530351,68512,562,18191,43182,281543,31158,237243,13142,6577
2018,"OH","Ohio",11676341,34426,596,9608,18370,257848,49456,188433,19959,5852
2018,"OK","Oklahoma",3940235,18701,215,2805,13250,114395,27178,73799,13418,2431
2018,"OR","Oregon",4181886,12146,86,2515,7431,122401,16515,89191,16695,2114
2018,"PA","Pennsylvania",12800922,39099,784,9854,23971,190633,27054,150441,13138,4490
2018,"RI","Rhode Island",1058287,2326,16,453,1363,17625,2817,13270,1538,494
2018,"SC","South Carolina",5084156,25463,411,3592,18810,156330,29957,111427,14946,2650
2018,"SD","South Dakota",878698,3483,12,222,2632,15191,2502,11237,1452,617
2018,"TN","Tennessee",6771631,42687,508,7222,31946,192897,33538,138710,20649,3011
2018,"TX","Texas",28628666,118197,1327,28339,73433,681143,117897,493238,70008,15098
2018,"UT","Utah",3153550,7551,63,1237,4397,76294,10079,58406,7809,1854
2018,"VA","Virginia",8501286,17357,417,3610,10258,142931,15659,116496,10776,3072
2018,"VT","Vermont",624358,1155,11,73,745,8211,1496,6451,264,326
2018,"WA","Washington",7523869,23719,236,5557,14316,223256,40434,154941,27881,3610
2018,"WI","Wisconsin",5807406,17365,175,3493,11364,91238,14180,68380,8678,2333
2018,"WV","West Virginia",1804291,5411,76,333,4286,27888,5916,19783,2189,716
2018,"WY","Wyoming",577601,1235,14,75,885,10308,1551,7974,783,261
2019,"AK","Alaska",733603,6346,69,826,4349,21293,3558,15118,2617,1102
2019,"AL","Alabama",4907965,24769,390,3922,18338,128726,24805,91225,12696,2119
2019,"AR","Arkansas",3020985,17547,237,1576,13314,86029,17706,60843,7480,2420
2019,"AZ","Arizona",7291843,32603,397,6305,22251,177628,29170,130427,18031,3650
2019,"CA","California",39437610,174341,1690,52306,105544,921177,152551,626865,141761,14801
2019,"CO","Colorado",5758486,22149,229,3716,14117,150564,20266,108575,21723,4087
2019,"CT","Connecticut",3566022,6583,107,1942,3737,51076,6468,38616,5992,797
2019,"DC","District of Columbia",708253,7403,166,2714,4178,30819,1843,26643,2333,345
2019,"DE","Delaware",976668,4128,47,789,2963,21932,2984,17343,1605,329
2019,"FL","Florida",21492056,81291,1122,16234,55472,460966,63338,358537,39091,8463
2019,"GA","Georgia",10628020,34666,605,7488,23568,294817,37476,234850,22491,3005
2019,"HI","Hawaii",1415615,3745,37,1079,2004,40617,5534,29878,5205,625
2019,"IA","Iowa",3159596,9086,70,919,6732,58446,12406,40479,5561,1365
